CODIGO ACAO;NOME ACAO;2010;2011;2012;2013;2014;2015
61580000;COMPLEMENTACAO APOSENTAD. E PENSOES - IPEM/SP;0;0;0;0;0,0;135740,81
42750000;ATENDIMENTO A POPULACAO PRISIONAL;0,0;0;0;0;0;0
24220000;FESTIVAL INTERN. DE INVERNO CAMPOS DO JORDAO;0;0;0,0;0,0;0,0;0
61760000;PROM.DE ACOES A QUALID.VIDA DOS PROF.DA EDUC.;0;0;0;0;0,0;0
61430000;FORMACAO EDUCACIONAL E PROFISSIONAL;0;0;0;0;0;429045,49999999936
50630000;GESTAO DE UNIDADES DE CONSERVACAO;6032473,4300000025;4007362,440000001;3899477,470000001;4715219,059999998;6833491,849999999;1984775,4100000004
22930000;MODERNIZACAO ADM. REC. GESTAO FISCAL ESTADOS;0,0;1691567,89;908861,8;1572093,6199999999;0;0
20060000;PRODUCAO DE MORADIAS;23538084,270000003;21729545,429999996;5004207,79;0,0;0,0;0
43110000;PESQUISA AMBIENTAL DIAGNOSTICO REC.NATURAIS;3719930,7700000005;3305224,5100000016;5331313,18;3230983,8599999985;4200781,640000001;0
20170000;MUNICIPIO VERDE AZUL-PROTOCOLO AMBIENTAL;2447,2;0;0;0;0;0
54420000;ATIVIDADES DE DIFUSAO CULTURAL;0,0;0,0;0;0;0;0
52040000;SISTEMA PAULISTA DE AMBIENTES DE INOVACAO;0;0;0;0;0;3745181,9200000004
17680000;MODERNIZACAO  EXPANSAO DO PARQUE TECNOLOGICO;0,0;402511,77;866933,1000000001;233405,0;0,0;5854909,599999999
56920000;CONSERVATORIO DE TATUI;0;0;0;0;0;0,0
43940000;APOIO TECNOLOGICO AOS MUNICIPIOS - PATEM;1167493,53;1424180,27;1533676,94;1621575,3099999998;3237612,64;650382,43
61640000;FUNCIONAMENTO CORREGEDORIA GERAL DA JUSTICA;0;0;0;0;0,0;0,0
