CODIGO ACAO;NOME ACAO;2010;2011;2012;2013;2014;2015
48430000;RESIDENCIA MEDICA;5507701,22;6793450,92;0,0;0,0;0;0
14180000;DUPLICACAO, IMPLANT., RECUPERACAO DE RODOVIAS;0;0;0;0;0;750558802,9599997
54280000;GERENCIAMENTO DO BENEFICIO SAUDE;0;0;0;0;0;100517665,35
53050000;ENSINO POS-GRADUACAO PESQ. UNIV.FAC.ESTADUAIS;1647932044,6799989;1342220918,8499944;1863893958,8299944;1925828380,400004;1716220967,2300057;1833894925,8600113
52670000;MANUTENCAO  ATUALIZ INFR-EST CAPAC.INST.PESQ.;0,0;0;0;0;0;0
56860000;IMPLANTACAO, MANUTENCAO E ADEQUACAO DA INFRA-;0,0;0,0;0,0;0;0;0
54460000;INTEGRAÇAO CINEMA/TV - PIC-TV;0,0;0,0;0;0;0;0
42850000;LICENCIAMENTO E FISCALIZACAO AMBIENTAIS;0,0;0,0;0;0;0;0
61380000;CONSERVACAO, MANUT.,REPAROS PREDIOS ESCOLARES;0;0;0;0;0;228956040,34000003
55650000;METRO-RESSARCIMENTO SUBSIDIO AOS ESTUDANTES;67086000,0;78361200,0;93592756,0;102070000,0;69977093,0;0
49960000;POLICIAMENTO ESCOLAR;5897159,09;6491635,199999988;0,0;0;0;0
17030000;PROJETO AVAL. APRIM. POLITICA SOCIAL EST.S.P;335583,92000000004;0;0;0;0;0
22080000;ADEQUACAO DA INFRAESTRUTURA AO SINASE E ECA;0;0;0;0;0;12778311,939999998
50440000;INTERMEDIACAO DE MAO DE OBRA;19843716,65;11452520,93;10501084,35;7287111,000000006;6472258,320000001;5667749,819999999
57350000;PINACOTECA E MUSEUS DE ARTE;16900000,0;15130000,0;36896368,9;36599999,519999996;0,0;0
58970000;GERENCIAMENTO DO DATACENTER DO ESTADO;1288667,52;1075289,34;1526559,54;1006868,5700000001;1908000,0;1526399,97
24730000;APOIO A PPP PARA OBRAS DE UNID.HOSPITALARES;0;0;0;45509600,0;0,0;0
18540000;SUBSCRICAO DE ACOES DA CETESB;118000,0;2399992,0;0,0;0;24000000,0;2398463,0
59140000;FORMACAO CAPACITACAO PROFISSIONAIS FUND.ITESP;11290,46;7967,74;0;0;0;0
52920000;DESENVOLVIMENTO EDUCACAO PROFISSIONAL TECNICA;714665993,5699972;921997136,4499997;1089809053,6800008;1446683035,340001;1448021199,010003;1086332234,7600014
43250000;APOIO FINANCEIRO PROJ.FUNDOS MUN. ENT.SOCIAIS;0;0;0;0;0;13293542,319999952
44990000;EVENTOS DE CAPACITACAO NAS AREAS FAZENDARIAS;11465849,830000002;12004098,450000009;12689591,989999998;13851903,69000001;15649955,109999374;15353657,019999774
45150000;SERVICO DA DIVIDA PUBLICA EXTERNA;8798382,25;7612046,3100000005;8719166,5;4304962,11;0;0
17670000;AMPLIACAO REDE TRANSM. RADIO E TV EDUCATIVAS;451308,0;464013,57999999996;0,0;0;0;0
25100000;INVESTIMENTO RODOVIARIO SAO PAULO-BID FASE II;0;0;0;0;0;218720956,91000012
61580000;COMPLEMENTACAO APOSENTAD. E PENSOES - IPEM/SP;0;0;0;0;1857348,5000000005;1727899,4499999997
42750000;ATENDIMENTO A POPULACAO PRISIONAL;0,0;0;0;0;0;0
24220000;FESTIVAL INTERN. DE INVERNO CAMPOS DO JORDAO;0;0;2499596,61;2500000,0;2650000,0;0
61760000;PROM.DE ACOES A QUALID.VIDA DOS PROF.DA EDUC.;0;0;0;0;22858352,490000002;0
61430000;FORMACAO EDUCACIONAL E PROFISSIONAL;0;0;0;0;0;4546855,780000001
50630000;GESTAO DE UNIDADES DE CONSERVACAO;32502362,17999999;44326788,300000004;45162907,57000001;48791903,18;46046884,40000004;48219531,60000003
22930000;MODERNIZACAO ADM. REC. GESTAO FISCAL ESTADOS;8098813,53;908861,8;7232828,34;2033205,2999999998;0;0
20060000;PRODUCAO DE MORADIAS;31171148,03;8851192,76;0,0;0,0;0,0;0
43110000;PESQUISA AMBIENTAL DIAGNOSTICO REC.NATURAIS;42942485,23;46431345,38999999;35226906,309999995;36972128,96;39936145,259999976;0
20170000;MUNICIPIO VERDE AZUL-PROTOCOLO AMBIENTAL;79880,28;0;0;0;0;0
